region,province,district,city_kab_name,sub_district,postal_code
East Java,Bali,Kargilakung,Gianyar,Ubud,80571
East Java,Bali,Kargilakung,Bangli,Tembuku,80671
East Java,Bali,Buana,Buleleng,Tejakula,81173
East Java,Bali,Kargilakung,Gianyar,Tegallalang,80561
East Java,Bali,Kargilakung,Gianyar,Tampak Siring,80552
East Java,Bali,Dentadung,Tabanan,Tabanan,82112
East Java,Bali,Dentadung,Tabanan,Tabanan,82115
East Java,Bali,Dentadung,Tabanan,Tabanan,82111
East Java,Bali,Dentadung,Tabanan,Tabanan,82114
East Java,Bali,Dentadung,Tabanan,Tabanan,82113
East Java,Bali,Kargilakung,Bangli,Susut,80661
East Java,Bali,Kargilakung,Gianyar,Sukawati,80582
East Java,Bali,Buana,Buleleng,Sukasada,81161
East Java,Bali,Kargilakung,Karangasem,Sidemen,80864
East Java,Bali,Buana,Buleleng,Seririt,81153
East Java,Bali,Dentadung,Tabanan,Selemadeg,82162
East Java,Bali,Kargilakung,Karangasem,Selat,80862
East Java,Bali,Buana,Buleleng,Sawan,81171
East Java,Bali,Kargilakung,Karangasem,Rendang,80863
East Java,Bali,Dentadung,Tabanan,Pupuan,82163
East Java,Bali,Dentadung,Badung,Petang,80353
East Java,Bali,Dentadung,Tabanan,Penebel,82152
East Java,Bali,Buana,Jembrana,Pekutatan,82262
East Java,Bali,Kargilakung,Gianyar,Payangan,80572
East Java,Bali,Kargilakung,Klungkung,Nusapenida,80771
East Java,Bali,Buana,Jembrana,Negara,82212
East Java,Bali,Buana,Jembrana,Negara,82218
East Java,Bali,Buana,Jembrana,Negara,82213
East Java,Bali,Buana,Jembrana,Negara,82214
East Java,Bali,Buana,Jembrana,Negara,82215
East Java,Bali,Dentadung,Badung,Mengwi,80351
East Java,Bali,Buana,Jembrana,Mendoyo,82261
East Java,Bali,Buana,Jembrana,Melaya,82252
East Java,Bali,Dentadung,Tabanan,Marga,82181
East Java,Bali,Kargilakung,Karangasem,Manggis,80871
East Java,Bali,Dentadung,Badung,Kuta Utara,80361
East Java,Bali,Buana,Buleleng,Kubutambahan,81172
East Java,Bali,Kargilakung,Karangasem,Kubu,80853
East Java,Bali,Kargilakung,Klungkung,Klungkung,80716
East Java,Bali,Kargilakung,Klungkung,Klungkung,80712
East Java,Bali,Kargilakung,Klungkung,Klungkung,80713
East Java,Bali,Kargilakung,Klungkung,Klungkung,80711
East Java,Bali,Kargilakung,Bangli,Kintamani,80652
East Java,Bali,Dentadung,Tabanan,Kerambitan,82161
East Java,Bali,Dentadung,Tabanan,Kediri,82121
East Java,Bali,Dentadung,Tabanan,Kediri,82123
East Java,Bali,Kargilakung,Karangasem,Karang Asem,80811
East Java,Bali,Kargilakung,Karangasem,Karang Asem,80813
East Java,Bali,Buana,Jembrana,Jembrana,82216
East Java,Bali,Buana,Jembrana,Jembrana,82211
East Java,Bali,Kargilakung,Gianyar,Gianyar,80515
East Java,Bali,Kargilakung,Gianyar,Gianyar,80513
East Java,Bali,Kargilakung,Gianyar,Gianyar,80511
East Java,Bali,Kargilakung,Gianyar,Gianyar,80512
East Java,Bali,Buana,Buleleng,Gerokgak,81155
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80231
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80233
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80111
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80115
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80118
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80239
East Java,Bali,Dentadung,Denpasar,Denpasar Utara,80116
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80232
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80234
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80237
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80238
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80235
East Java,Bali,Dentadung,Denpasar,Denpasar Timur,80236
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80225
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80222
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80221
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80226
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80228
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80227
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80229
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80223
East Java,Bali,Dentadung,Denpasar,Denpasar Selatan,80224
East Java,Bali,Dentadung,Denpasar,Denpasar Barat,80113
East Java,Bali,Dentadung,Denpasar,Denpasar Barat,80112
East Java,Bali,Dentadung,Denpasar,Denpasar Barat,80114
East Java,Bali,Dentadung,Denpasar,Denpasar Barat,80117
East Java,Bali,Dentadung,Denpasar,Denpasar Barat,80119
East Java,Bali,Kargilakung,Klungkung,Dawan,80761
East Java,Bali,Buana,Buleleng,Busungbiu,81154
East Java,Bali,Buana,Buleleng,Buleleng,81119
East Java,Bali,Buana,Buleleng,Buleleng,81112
East Java,Bali,Buana,Buleleng,Buleleng,81113
East Java,Bali,Buana,Buleleng,Buleleng,81117
East Java,Bali,Buana,Buleleng,Buleleng,81116
East Java,Bali,Buana,Buleleng,Buleleng,81115
East Java,Bali,Buana,Buleleng,Buleleng,81114
East Java,Bali,Buana,Buleleng,Buleleng,81111
East Java,Bali,Buana,Buleleng,Buleleng,81118
East Java,Bali,Kargilakung,Gianyar,Belah Batuh (Blahbatuh),80581
East Java,Bali,Kargilakung,Karangasem,Bebandem,80861
East Java,Bali,Dentadung,Tabanan,Baturiti,82191
East Java,Bali,Kargilakung,Klungkung,Banjarangkan,80752
East Java,Bali,Buana,Buleleng,Banjar,81152
East Java,Bali,Kargilakung,Bangli,Bangli,80614
East Java,Bali,Kargilakung,Bangli,Bangli,80612
East Java,Bali,Kargilakung,Bangli,Bangli,80613
East Java,Bali,Kargilakung,Bangli,Bangli,80611
East Java,Bali,Dentadung,Badung,Abiansemal,80352
East Java,Bali,Kargilakung,Karangasem,Abang,80852
Sumatera,Bangka Belitung,Babel,Bangka Selatan,Tukak Sadai,33783
Sumatera,Bangka Belitung,Babel,Bangka Barat,Tempilang,33365
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33411
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33414
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33413
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33415
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33417
Sumatera,Bangka Belitung,Babel,Belitung,Tanjung Pandan,33412
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Taman Sari,33121
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Taman Sari,33127
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Taman Sari,33123
Sumatera,Bangka Belitung,Babel,Bangka Tengah,Sungai Selan,33675
Sumatera,Bangka Belitung,Babel,Bangka,Sungai Liat,33211
Sumatera,Bangka Belitung,Babel,Bangka,Sungai Liat,33213
Sumatera,Bangka Belitung,Babel,Bangka,Sungai Liat,33212
Sumatera,Bangka Belitung,Babel,Bangka,Sungai Liat,33215
Sumatera,Bangka Belitung,Babel,Bangka,Sungai Liat,33214
Sumatera,Bangka Belitung,Babel,Bangka Barat,Simpang Teritip,33366
Sumatera,Bangka Belitung,Babel,Bangka Selatan,Simpang Rimba,33777
Sumatera,Bangka Belitung,Babel,Belitung Timur,Simpang Renggiang,33562
Sumatera,Bangka Belitung,Babel,Belitung Timur,Simpang Pesak,33561
Sumatera,Bangka Belitung,Babel,Bangka Tengah,Simpang Katis,33674
Sumatera,Bangka Belitung,Babel,Belitung,Selat Nasik,33481
Sumatera,Bangka Belitung,Babel,Bangka,Riau Silip,33253
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33135
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33138
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33134
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33132
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33136
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33137
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33139
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Rangkui,33133
Sumatera,Bangka Belitung,Babel,Bangka Selatan,Pulau Besar,33778
Sumatera,Bangka Belitung,Babel,Bangka,Puding Besar,33179
Sumatera,Bangka Belitung,Babel,Bangka,Pemali,33255
Sumatera,Bangka Belitung,Babel,Bangka,Pemali,33251
Sumatera,Bangka Belitung,Babel,Bangka Barat,Parittiga,33362
Sumatera,Bangka Belitung,Babel,Bangka Tengah,Pangkalan Baru,33684
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Pangkal Balam,33113
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Pangkal Balam,33111
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Pangkal Balam,33115
Sumatera,Bangka Belitung,Babel,Bangka Tengah,Namang,33681
Sumatera,Bangka Belitung,Babel,Bangka,Merawang,33172
Sumatera,Bangka Belitung,Babel,Bangka Barat,Mentok (Muntok),33351
Sumatera,Bangka Belitung,Babel,Bangka Barat,Mentok (Muntok),33312
Sumatera,Bangka Belitung,Babel,Bangka Barat,Mentok (Muntok),33313
Sumatera,Bangka Belitung,Babel,Bangka Barat,Mentok (Muntok),33311
Sumatera,Bangka Belitung,Babel,Bangka,Mendo Barat,33173
Sumatera,Bangka Belitung,Babel,Belitung,Membalong,33452
Sumatera,Bangka Belitung,Babel,Belitung Timur,Manggar,33512
Sumatera,Bangka Belitung,Babel,Belitung Timur,Manggar,33517
Sumatera,Bangka Belitung,Babel,Belitung Timur,Manggar,33511
Sumatera,Bangka Belitung,Babel,Belitung Timur,Manggar,33516
Sumatera,Bangka Belitung,Babel,Bangka Selatan,Lepar Pongok,33791
Sumatera,Bangka Belitung,Babel,Belitung Timur,Kelapa Kampit,33571
Sumatera,Bangka Belitung,Babel,Bangka Barat,Kelapa,33364
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Girimaya,33141
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Girimaya,33145
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Girimaya,33142
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Girimaya,33146
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Girimaya,33143
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gerunggang,33125
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gerunggang,33124
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gabek,33116
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gabek,33118
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gabek,33119
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Gabek,33117
Sumatera,Bangka Belitung,Babel,Belitung Timur,Damar,33515
Sumatera,Bangka Belitung,Babel,Belitung Timur,Damar,33514
Sumatera,Bangka Belitung,Babel,Belitung Timur,Damar,33513
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Bukit Intan,33149
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Bukit Intan,33147
Sumatera,Bangka Belitung,Babel,Pangkal Pinang,Bukit Intan,33148
Sumatera,Bangka Belitung,Babel,Bangka,Bakam,33252
Sumatera,Bangka Belitung,Babel,Belitung,Badau,33451
Sumatera,Bangka Belitung,Babel,Bangka Selatan,Air Gegas,33782
West Java,Banten,Sepale,Lebak,Warunggunung,42352
West Java,Banten,Sepale,Serang,Waringin Kurung,42453
West Java,Banten,Sepale,Lebak,Wanasalam,42396
West Java,Banten,Sepale,Serang,Walantaka,42183
West Java,Banten,Sepale,Serang,Tunjung Teja,42174
West Java,Banten,Sepale,Serang,Tirtayasa,42193
West Java,Banten,Sepale,Tangerang,Tigaraksa,15720
West Java,Banten,Sepale,Tangerang,Teluknaga,15510
West Java,Banten,Sepale,Tangerang,Tangerang,15118
West Java,Banten,Sepale,Tangerang,Tangerang,15119
West Java,Banten,Sepale,Tangerang,Tangerang,15117
West Java,Banten,Sepale,Tangerang,Tangerang,15111
West Java,Banten,Sepale,Serang,Tanara,42194
West Java,Banten,Sepale,Serang,Taktakan,42162
West Java,Banten,Sepale,Pandeglang,Sumur,42283
West Java,Banten,Sepale,Pandeglang,Sukaresmi,42265
West Java,Banten,Sepale,Tangerang,Sukamulya,15610
West Java,Banten,Sepale,Tangerang,Sukadiri,15530
West Java,Banten,Sepale,Tangerang,Solear,15730
West Java,Banten,Sepale,Pandeglang,Sobang,42281
West Java,Banten,Sepale,Lebak,Sobang,42318
West Java,Banten,Sepale,Lebak,Sobang,42315
West Java,Banten,Sepale,Pandeglang,Sindangresmi,42276
West Java,Banten,Sepale,Tangerang,Sindang Jaya,15540
West Java,Banten,Sepale,Tangerang,Sindang Jaya,15560
West Java,Banten,Sepale,Tangerang Selatan,Setu,15315
West Java,Banten,Sepale,Tangerang Selatan,Setu,15313
West Java,Banten,Sepale,Tangerang Selatan,Setu,15312
West Java,Banten,Sepale,Tangerang Selatan,Setu,15314
West Java,Banten,Sepale,Tangerang Selatan,Serpong Utara,15323
West Java,Banten,Sepale,Tangerang Selatan,Serpong Utara,15320
West Java,Banten,Sepale,Tangerang Selatan,Serpong Utara,15324
West Java,Banten,Sepale,Tangerang Selatan,Serpong Utara,15325
West Java,Banten,Sepale,Tangerang Selatan,Serpong Utara,15326
West Java,Banten,Sepale,Tangerang Selatan,Serpong,15310
West Java,Banten,Sepale,Tangerang Selatan,Serpong,15321
West Java,Banten,Sepale,Tangerang Selatan,Serpong,15322
West Java,Banten,Sepale,Tangerang Selatan,Serpong,15318
West Java,Banten,Sepale,Tangerang Selatan,Serpong,15311
West Java,Banten,Sepale,Serang,Serang,42111
West Java,Banten,Sepale,Serang,Serang,42117
West Java,Banten,Sepale,Serang,Serang,42114
West Java,Banten,Sepale,Serang,Serang,42116
West Java,Banten,Sepale,Serang,Serang,42112
West Java,Banten,Sepale,Serang,Serang,42115
West Java,Banten,Sepale,Serang,Serang,42113
West Java,Banten,Sepale,Serang,Serang,42118
West Java,Banten,Sepale,Serang,Serang,42119
West Java,Banten,Sepale,Tangerang,Sepatan Timur,15520
West Java,Banten,Sepale,Pandeglang,Saketi,42273
West Java,Banten,Sepale,Lebak,Sajira,42371
West Java,Banten,Sepale,Lebak,Rangkasbitung,42317
West Java,Banten,Sepale,Lebak,Rangkasbitung,42316
West Java,Banten,Sepale,Lebak,Rangkasbitung,42312
West Java,Banten,Sepale,Lebak,Rangkasbitung,42311
West Java,Banten,Sepale,Lebak,Rangkasbitung,42314
West Java,Banten,Sepale,Lebak,Rangkasbitung,42319
West Java,Banten,Sepale,Lebak,Rangkasbitung,42313
West Java,Banten,Sepale,Cilegon,Purwakarta,42433
West Java,Banten,Sepale,Cilegon,Purwakarta,42434
West Java,Banten,Sepale,Cilegon,Purwakarta,42437
West Java,Banten,Sepale,Cilegon,Purwakarta,42431
West Java,Banten,Sepale,Pandeglang,Pulosari,42262
West Java,Banten,Sepale,Pandeglang,Pulosari,42253
West Java,Banten,Sepale,Pandeglang,Pulosari,42263
West Java,Banten,Sepale,Cilegon,Pulomerak,42438
West Java,Banten,Sepale,Cilegon,Pulomerak,42439
West Java,Banten,Sepale,Serang,Pulo Ampel,42455
West Java,Banten,Sepale,Serang,Pontang,42192
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15223
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15222
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15228
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15227
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15224
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15221
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15220
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15226
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15225
West Java,Banten,Sepale,Tangerang Selatan,Pondok Aren,15229
West Java,Banten,Sepale,Tangerang,Pinang (Penang),15142
West Java,Banten,Sepale,Tangerang,Pinang (Penang),15144
West Java,Banten,Sepale,Tangerang,Pinang (Penang),15145
West Java,Banten,Sepale,Tangerang,Pinang (Penang),15143
West Java,Banten,Sepale,Pandeglang,Picung,42275
West Java,Banten,Sepale,Pandeglang,Picung,42213
West Java,Banten,Sepale,Serang,Petir,42172
West Java,Banten,Sepale,Tangerang,Periuk,15132
West Java,Banten,Sepale,Tangerang,Periuk,15133
West Java,Banten,Sepale,Tangerang,Periuk,15131
West Java,Banten,Sepale,Tangerang,Panongan,15710
West Java,Banten,Sepale,Lebak,Panggarangan,42392
West Java,Banten,Sepale,Pandeglang,Pandeglang,42219
West Java,Banten,Sepale,Pandeglang,Pandeglang,42212
West Java,Banten,Sepale,Pandeglang,Pandeglang,42218
West Java,Banten,Sepale,Pandeglang,Pandeglang,42211
West Java,Banten,Sepale,Tangerang Selatan,Pamulang,15415
West Java,Banten,Sepale,Tangerang Selatan,Pamulang,15418
West Java,Banten,Sepale,Tangerang Selatan,Pamulang,15417
West Java,Banten,Sepale,Tangerang Selatan,Pamulang,15416
West Java,Banten,Sepale,Serang,Pamarayan,42176
West Java,Banten,Sepale,Tangerang,Pakuhaji,15570
West Java,Banten,Sepale,Tangerang,Pagedangan,15336
West Java,Banten,Sepale,Tangerang,Pagedangan,15332
West Java,Banten,Sepale,Tangerang,Pagedangan,15335
West Java,Banten,Sepale,Tangerang,Pagedangan,15330
West Java,Banten,Sepale,Tangerang,Pagedangan,15337
West Java,Banten,Sepale,Tangerang,Pagedangan,15157
West Java,Banten,Sepale,Tangerang,Pagedangan,15331
West Java,Banten,Sepale,Tangerang,Pagedangan,15334
West Java,Banten,Sepale,Tangerang,Pagedangan,15339
West Java,Banten,Sepale,Tangerang,Pagedangan,15338
West Java,Banten,Sepale,Serang,Padarincang,42168
West Java,Banten,Sepale,Serang,Padarincang,42164
West Java,Banten,Sepale,Serang,Pabuaran,42163
West Java,Banten,Sepale,Tangerang,Neglasari,15121
West Java,Banten,Sepale,Tangerang,Neglasari,15128
West Java,Banten,Sepale,Tangerang,Neglasari,15129
West Java,Banten,Sepale,Tangerang,Neglasari,15127
West Java,Banten,Sepale,Pandeglang,Munjul,42277
West Java,Banten,Sepale,Lebak,Muncang,42364
West Java,Banten,Sepale,Pandeglang,Mekarjaya,42271
West Java,Banten,Sepale,Tangerang,Mekar Baru,15550
West Java,Banten,Sepale,Pandeglang,Mandalawangi,42261
West Java,Banten,Sepale,Serang,Mancak,42165
West Java,Banten,Sepale,Lebak,Malingping,42391
West Java,Banten,Sepale,Pandeglang,Majasari,42214
West Java,Banten,Sepale,Pandeglang,Majasari,42215
West Java,Banten,Sepale,Pandeglang,Majasari,42216
West Java,Banten,Sepale,Pandeglang,Majasari,42217
West Java,Banten,Sepale,Lebak,Maja,42381
West Java,Banten,Sepale,Lebak,Leuwidamar,42362
West Java,Banten,Sepale,Tangerang,Legok,15820
West Java,Banten,Sepale,Lebak,Lebakgedong,42372
West Java,Banten,Sepale,Lebak,Lebakgedong,42355
West Java,Banten,Sepale,Serang,Lebak Wangi,42181
West Java,Banten,Sepale,Serang,Lebak Wangi,42184
West Java,Banten,Sepale,Serang,Lebak Wangi,42182
West Java,Banten,Sepale,Tangerang,Larangan,15155
West Java,Banten,Sepale,Tangerang,Larangan,15154
West Java,Banten,Sepale,Tangerang,Larangan,15156
West Java,Banten,Sepale,Pandeglang,Labuan,42264
West Java,Banten,Sepale,Tangerang,Kresek,15620
West Java,Banten,Sepale,Serang,Kramatwatu,42161
West Java,Banten,Sepale,Tangerang,Kosambi,15212
West Java,Banten,Sepale,Tangerang,Kosambi,15211
West Java,Banten,Sepale,Tangerang,Kosambi,15213
West Java,Banten,Sepale,Tangerang,Kosambi,15215
West Java,Banten,Sepale,Tangerang,Kosambi,15214
West Java,Banten,Sepale,Pandeglang,Koroncong,42251
West Java,Banten,Sepale,Serang,Kopo,42178
West Java,Banten,Sepale,Serang,Kibin,42185
West Java,Banten,Sepale,Tangerang,Kelapa Dua,15810
West Java,Banten,Sepale,Serang,Kasemen,42191
West Java,Banten,Sepale,Tangerang,Karawaci,15115
West Java,Banten,Sepale,Tangerang,Karawaci,15113
West Java,Banten,Sepale,Tangerang,Karawaci,15114
West Java,Banten,Sepale,Tangerang,Karawaci,15116
West Java,Banten,Sepale,Tangerang,Karawaci,15112
West Java,Banten,Sepale,Tangerang,Karang Tengah,15159
West Java,Banten,Sepale,Tangerang,Karang Tengah,15158
West Java,Banten,Sepale,Cilegon,Jombang,42413
West Java,Banten,Sepale,Cilegon,Jombang,42411
West Java,Banten,Sepale,Cilegon,Jombang,42414
West Java,Banten,Sepale,Cilegon,Jombang,42412
West Java,Banten,Sepale,Cilegon,Jombang,42416
West Java,Banten,Sepale,Serang,Jawilan,42177
West Java,Banten,Sepale,Tangerang,Jatiuwung,15137
West Java,Banten,Sepale,Tangerang,Jatiuwung,15136
West Java,Banten,Sepale,Tangerang,Jatiuwung,15134
West Java,Banten,Sepale,Tangerang,Jatiuwung,15135
West Java,Banten,Sepale,Lebak,Gunung Kencana,42354
West Java,Banten,Sepale,Cilegon,Gerogol,42436
West Java,Banten,Sepale,Serang,Curug,42171
West Java,Banten,Sepale,Cilegon,Ciwandan,42441
West Java,Banten,Sepale,Cilegon,Ciwandan,42447
West Java,Banten,Sepale,Cilegon,Ciwandan,42446
West Java,Banten,Sepale,Cilegon,Ciwandan,42445
West Java,Banten,Sepale,Cilegon,Citangkil,42444
West Java,Banten,Sepale,Cilegon,Citangkil,42442
West Java,Banten,Sepale,Cilegon,Citangkil,42443
West Java,Banten,Sepale,Tangerang,Cisauk,15344
West Java,Banten,Sepale,Tangerang,Cisauk,15341
West Java,Banten,Sepale,Tangerang,Cisauk,15342
West Java,Banten,Sepale,Tangerang,Cisauk,15340
West Java,Banten,Sepale,Tangerang,Cisauk,15345
West Java,Banten,Sepale,Tangerang,Cisauk,15343
West Java,Banten,Sepale,Lebak,Cirinten,42363
West Java,Banten,Sepale,Tangerang Selatan,Ciputat Timur,15412
West Java,Banten,Sepale,Tangerang Selatan,Ciputat Timur,15419
West Java,Banten,Sepale,Tangerang Selatan,Ciputat,15411
West Java,Banten,Sepale,Tangerang Selatan,Ciputat,15414
West Java,Banten,Sepale,Tangerang Selatan,Ciputat,15413
West Java,Banten,Sepale,Tangerang,Cipondoh,15148
West Java,Banten,Sepale,Tangerang,Cipondoh,15146
West Java,Banten,Sepale,Tangerang,Cipondoh,15147
West Java,Banten,Sepale,Tangerang,Cipondoh,15141
West Java,Banten,Sepale,Serang,Cipocok Jaya,42122
West Java,Banten,Sepale,Serang,Cipocok Jaya,42123
West Java,Banten,Sepale,Serang,Cipocok Jaya,42121
West Java,Banten,Sepale,Serang,Cipocok Jaya,42127
West Java,Banten,Sepale,Serang,Cipocok Jaya,42128
West Java,Banten,Sepale,Serang,Cipocok Jaya,42125
West Java,Banten,Sepale,Serang,Cipocok Jaya,42124
West Java,Banten,Sepale,Serang,Cipocok Jaya,42126
West Java,Banten,Sepale,Pandeglang,Cipeucang,42272
West Java,Banten,Sepale,Serang,Cinangka,42167
West Java,Banten,Sepale,Lebak,Cimarga,42361
West Java,Banten,Sepale,Pandeglang,Cimanggu,42284
West Java,Banten,Sepale,Lebak,Cilograng,42393
West Java,Banten,Sepale,Lebak,Cileles,42353
West Java,Banten,Sepale,Cilegon,Cilegon,42419
West Java,Banten,Sepale,Cilegon,Cilegon,42417
West Java,Banten,Sepale,Cilegon,Cilegon,42415
West Java,Banten,Sepale,Cilegon,Cilegon,42418
West Java,Banten,Sepale,Tangerang,Ciledug,15153
West Java,Banten,Sepale,Tangerang,Ciledug,15151
West Java,Banten,Sepale,Tangerang,Ciledug,15152
West Java,Banten,Sepale,Lebak,Cikulur,42356
West Java,Banten,Sepale,Pandeglang,Cikeusik,42286
West Java,Banten,Sepale,Serang,Cikeusal,42175
West Java,Banten,Sepale,Serang,Cikande,42186
West Java,Banten,Sepale,Lebak,Cijaku,42395
West Java,Banten,Sepale,Pandeglang,Cigeulis,42282
West Java,Banten,Sepale,Tangerang,Cibodas,15138
West Java,Banten,Sepale,Tangerang,Cibodas,15139
West Java,Banten,Sepale,Pandeglang,Cibitung,42285
West Java,Banten,Sepale,Cilegon,Cibeber,42426
West Java,Banten,Sepale,Lebak,Cibeber,42394
West Java,Banten,Sepale,Cilegon,Cibeber,42423
West Java,Banten,Sepale,Cilegon,Cibeber,42427
West Java,Banten,Sepale,Cilegon,Cibeber,42424
West Java,Banten,Sepale,Cilegon,Cibeber,42425
West Java,Banten,Sepale,Cilegon,Cibeber,42422
West Java,Banten,Sepale,Lebak,Cibadak,42357
West Java,Banten,Sepale,Serang,Carenang (Cerenang),42195
West Java,Banten,Sepale,Pandeglang,Bojong,42274
West Java,Banten,Sepale,Serang,Bojonegara,42454
West Java,Banten,Sepale,Serang,Binuang,42196
West Java,Banten,Sepale,Tangerang,Benda,15123
West Java,Banten,Sepale,Tangerang,Benda,15125
West Java,Banten,Sepale,Tangerang,Benda,15124
West Java,Banten,Sepale,Tangerang,Benda,15126
West Java,Banten,Sepale,Tangerang,Batuceper,15122
West Java,Banten,Sepale,Serang,Baros,42173
West Java,Banten,Sepale,Pandeglang,Banjar,42252
West Java,Banten,Sepale,Serang,Anyar,42166
Sumatera,Bengkulu,Bengkulu,Seluma,Talo,38874
Sumatera,Bengkulu,Bengkulu,Bengkulu Tengah,Talang Empat,38385
Sumatera,Bengkulu,Bengkulu,Bengkulu Tengah,Taba Penanjung,38386
Sumatera,Bengkulu,Bengkulu,Bengkulu,Sungai Serut,38119
Sumatera,Bengkulu,Bengkulu,Muko Muko,Sungai Rumbai,38766
Sumatera,Bengkulu,Bengkulu,Seluma,Sukaraja,38877
Sumatera,Bengkulu,Bengkulu,Bengkulu,Singaran Pati,38229
Sumatera,Bengkulu,Bengkulu,Bengkulu,Singaran Pati,38224
Sumatera,Bengkulu,Bengkulu,Bengkulu,Singaran Pati,38221
Sumatera,Bengkulu,Bengkulu,Bengkulu,Singaran Pati,38226
Sumatera,Bengkulu,Bengkulu,Rejang Lebong,Sindang Kelingi,39153
Sumatera,Bengkulu,Bengkulu,Rejang Lebong,Sindang Beliti Ulu,39182
Sumatera,Bengkulu,Bengkulu,Rejang Lebong,Sindang Beliti Ilir,39183
Sumatera,Bengkulu,Bengkulu,Kaur,Semidang Gumai (Gumay),38962
Sumatera,Bengkulu,Bengkulu,Seluma,Semidang Alas Maras,38875
Sumatera,Bengkulu,Bengkulu,Seluma,Semidang Alas,38873
Sumatera,Bengkulu,Bengkulu,Seluma,Seluma Utara,38884
Sumatera,Bengkulu,Bengkulu,Seluma,Seluma Timur,38885
Sumatera,Bengkulu,Bengkulu,Seluma,Seluma Selatan,38878
Sumatera,Bengkulu,Bengkulu,Seluma,Seluma Barat,38883
Sumatera,Bengkulu,Bengkulu,Seluma,Seluma,38876
Sumatera,Bengkulu,Bengkulu,Bengkulu,Selebar,38214
Sumatera,Bengkulu,Bengkulu,Bengkulu,Selebar,38216
Sumatera,Bengkulu,Bengkulu,Bengkulu,Selebar,38211
Sumatera,Bengkulu,Bengkulu,Bengkulu,Selebar,38213
Sumatera,Bengkulu,Bengkulu,Muko Muko,Selagan Raya,38768
Sumatera,Bengkulu,Bengkulu,Bengkulu Selatan,Seginim,38552
