region,province,district,city_kab_name,sub_district,postal_code
Eastern Indonesia,Kalimantan Utara,Kaltara,Malinau,Malinau Barat,77554
Eastern Indonesia,Kalimantan Utara,Kaltara,Malinau,Mentarang,77555
Eastern Indonesia,Kalimantan Utara,Kaltara,Malinau,Mentarang Hulu,77155
Eastern Indonesia,Kalimantan Utara,Kaltara,Nunukan,Krayan,77456
Eastern Indonesia,Kalimantan Utara,Kaltara,Nunukan,Lumbis,77457
Eastern Indonesia,Kalimantan Utara,Kaltara,Nunukan,Nunukan,77482
Eastern Indonesia,Kalimantan Utara,Kaltara,Nunukan,Sebatik,77483
Eastern Indonesia,Kalimantan Utara,Kaltara,Nunukan,Sembakung,77453
Eastern Indonesia,Kalimantan Utara,Kaltara,Tana Tidung,Betayau,77152
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Barat,77112
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Tengah,77113
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Tengah,77114
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Timur,77115
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Timur,77124
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Timur,77123
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Timur,77126
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Timur,77125
Eastern Indonesia,Kalimantan Utara,Kaltara,Tarakan,Tarakan Utara,77116
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batam Kota,29431
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batam Kota,29464
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batam Kota,29432
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batam Kota,29433
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batam Kota,29461
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Aji,29438
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Aji,29422
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Aji,29424
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Ampar,29452
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Ampar,29454
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Batu Ampar,29453
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Belakang Padang,29413
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Belakang Padang,29414
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Belakang Padang,29412
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Belakang Padang,29416
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bengkong,29458
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29474
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29471
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29473
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29472
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29476
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Bulang,29475
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29483
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29484
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29486
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29487
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29482
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29481
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Galang,29485
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Lubuk Baja,29441
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Lubuk Baja,29443
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Lubuk Baja,29444
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Lubuk Baja,29445
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Nongsa,29466
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Nongsa,29467
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Nongsa,29468
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Nongsa,29465
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sagulung,29439
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sei/Sungai Beduk,29437
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sekupang,29427
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sekupang,29428
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sekupang,29425
Sumatera,Kepulauan Riau,Riau Kepulauan,Batam,Sekupang,29426
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Bintan Pesisir,29151
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Bintan Utara,29152
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Tambelan,29193
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Teluk Bintan,29133
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Teluk Bintan,29136
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Teluk Bintan,29134
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Teluk Bintan,29135
Sumatera,Kepulauan Riau,Riau Kepulauan,Bintan,Teluk Bintan,29132
Sumatera,Kepulauan Riau,Riau Kepulauan,Karimun,Belat,29662
Sumatera,Kepulauan Riau,Riau Kepulauan,Karimun,Buru,29664
Sumatera,Kepulauan Riau,Riau Kepulauan,Karimun,Karimun,29661
Sumatera,Kepulauan Riau,Riau Kepulauan,Karimun,Moro,29663
Sumatera,Kepulauan Riau,Riau Kepulauan,Kepulauan Anambas,Jemaja,29792
Sumatera,Kepulauan Riau,Riau Kepulauan,Kepulauan Anambas,Palmatak,29783
Sumatera,Kepulauan Riau,Riau Kepulauan,Kepulauan Anambas,Siantan,29791
Sumatera,Kepulauan Riau,Riau Kepulauan,Lingga,Lingga,29872
Sumatera,Kepulauan Riau,Riau Kepulauan,Lingga,Lingga Utara,29874
Sumatera,Kepulauan Riau,Riau Kepulauan,Lingga,Senayang,29873
Sumatera,Kepulauan Riau,Riau Kepulauan,Lingga,Singkep,29871
Sumatera,Kepulauan Riau,Riau Kepulauan,Lingga,Singkep Barat,29875
Sumatera,Kepulauan Riau,Riau Kepulauan,Natuna,Bunguran Barat,29782
Sumatera,Kepulauan Riau,Riau Kepulauan,Natuna,Midai,29784
Sumatera,Kepulauan Riau,Riau Kepulauan,Natuna,Serasan,29781
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Bukit Bestari,29124
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Bukit Bestari,29122
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Barat,29111
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Barat,29113
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Barat,29112
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Kota,29115
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Kota,29114
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Timur,29125
Sumatera,Kepulauan Riau,Riau Kepulauan,Tanjung Pinang,Tanjung Pinang Timur,29123
Sumatera,Lampung,Lampung,Bandar Lampung,Bumi Waras,35228
Sumatera,Lampung,Lampung,Bandar Lampung,Bumi Waras,35225
Sumatera,Lampung,Lampung,Bandar Lampung,Bumi Waras,35227
Sumatera,Lampung,Lampung,Bandar Lampung,Bumi Waras,35224
Sumatera,Lampung,Lampung,Bandar Lampung,Bumi Waras,35226
Sumatera,Lampung,Lampung,Bandar Lampung,Enggal,35118
Sumatera,Lampung,Lampung,Bandar Lampung,Enggal,35111
Sumatera,Lampung,Lampung,Bandar Lampung,Enggal,35213
Sumatera,Lampung,Lampung,Bandar Lampung,Enggal,35117
Sumatera,Lampung,Lampung,Bandar Lampung,Enggal,35127
Sumatera,Lampung,Lampung,Bandar Lampung,Kedamaian,35122
Sumatera,Lampung,Lampung,Bandar Lampung,Kedamaian,35132
Sumatera,Lampung,Lampung,Bandar Lampung,Kedamaian,35129
Sumatera,Lampung,Lampung,Bandar Lampung,Kedamaian,35133
Sumatera,Lampung,Lampung,Bandar Lampung,Kedamaian,35128
Sumatera,Lampung,Lampung,Bandar Lampung,Kedaton,35141
Sumatera,Lampung,Lampung,Bandar Lampung,Kedaton,35112
Sumatera,Lampung,Lampung,Bandar Lampung,Kedaton,35147
Sumatera,Lampung,Lampung,Bandar Lampung,Kedaton,35146
Sumatera,Lampung,Lampung,Bandar Lampung,Kedaton,35148
Sumatera,Lampung,Lampung,Bandar Lampung,Kemiling,35158
Sumatera,Lampung,Lampung,Bandar Lampung,Kemiling,35153
Sumatera,Lampung,Lampung,Bandar Lampung,Labuhan Ratu,35149
Sumatera,Lampung,Lampung,Bandar Lampung,Labuhan Ratu,35142
Sumatera,Lampung,Lampung,Bandar Lampung,Langkapura,35155
Sumatera,Lampung,Lampung,Bandar Lampung,Langkapura,35157
Sumatera,Lampung,Lampung,Bandar Lampung,Langkapura,35152
Sumatera,Lampung,Lampung,Bandar Lampung,Langkapura,35154
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35245
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35246
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35243
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35241
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35242
Sumatera,Lampung,Lampung,Bandar Lampung,Panjang,35244
Sumatera,Lampung,Lampung,Bandar Lampung,Rajabasa,35145
Sumatera,Lampung,Lampung,Bandar Lampung,Rajabasa,35144
Sumatera,Lampung,Lampung,Bandar Lampung,Sukabumi,35134
Sumatera,Lampung,Lampung,Bandar Lampung,Sukarame,35131
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Barat,35151
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Barat,35159
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Barat,35156
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Pusat,35116
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Pusat,35119
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Pusat,35115
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Pusat,35113
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Timur,35121
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Timur,35124
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Timur,35125
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Karang Timur,35126
Sumatera,Lampung,Lampung,Bandar Lampung,Tanjung Senang,35143
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Barat,35238
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Barat,35239
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Barat,35232
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Barat,35233
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Barat,35234
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35222
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35211
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35223
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35215
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35229
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Selatan,35221
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Timur,35235
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Timur,35231
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Timur,35237
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Timur,35236
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Utara,35214
Sumatera,Lampung,Lampung,Bandar Lampung,Telukbetung Utara,35212
Sumatera,Lampung,Lampung,Bandar Lampung,Way Halim,35136
Sumatera,Lampung,Lampung,Bandar Lampung,Way Halim,35123
Sumatera,Lampung,Lampung,Bandar Lampung,Way Halim,35135
Sumatera,Lampung,Lampung,Lampung Barat,Air Hitam,34876
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34811
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34816
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34813
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34818
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34814
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34815
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34817
Sumatera,Lampung,Lampung,Lampung Barat,Balik Bukit,34812
Sumatera,Lampung,Lampung,Lampung Barat,Bandar Negeri Suoh,34882
Sumatera,Lampung,Lampung,Lampung Barat,Batu Brak,34881
Sumatera,Lampung,Lampung,Lampung Barat,Batu Ketulis,34872
Sumatera,Lampung,Lampung,Lampung Barat,Gedung Surian,34871
Sumatera,Lampung,Lampung,Lampung Barat,Lumbok Seminung,34879
Sumatera,Lampung,Lampung,Lampung Barat,Pagar Dewa,34885
Sumatera,Lampung,Lampung,Lampung Barat,Way Tenong,34884
Sumatera,Lampung,Lampung,Lampung Selatan,Bakauheni,35592
Sumatera,Lampung,Lampung,Lampung Selatan,Candipuro,35356
Sumatera,Lampung,Lampung,Lampung Selatan,Jati Agung,35365
Sumatera,Lampung,Lampung,Lampung Selatan,Kalianda,35551
Sumatera,Lampung,Lampung,Lampung Selatan,Katibung,35452
Sumatera,Lampung,Lampung,Lampung Selatan,Ketapang,35596
Sumatera,Lampung,Lampung,Lampung Selatan,Merbau Mataram,35357
Sumatera,Lampung,Lampung,Lampung Selatan,Natar,35362
Sumatera,Lampung,Lampung,Lampung Selatan,Palas,35594
Sumatera,Lampung,Lampung,Lampung Selatan,Rajabasa,35552
Sumatera,Lampung,Lampung,Lampung Selatan,Sidomulyo,35353
Sumatera,Lampung,Lampung,Lampung Selatan,Sragi,35597
Sumatera,Lampung,Lampung,Lampung Selatan,Tanjung Bintang,35361
Sumatera,Lampung,Lampung,Lampung Tengah,Anak Ratu Aji,35513
Sumatera,Lampung,Lampung,Lampung Tengah,Anak Tuha,34161
Sumatera,Lampung,Lampung,Lampung Tengah,Bandar Mataram,34169
Sumatera,Lampung,Lampung,Lampung Tengah,Bandar Surabaya,34159
Sumatera,Lampung,Lampung,Lampung Tengah,Bangun Rejo,34173
Sumatera,Lampung,Lampung,Lampung Tengah,Bekri,34162
Sumatera,Lampung,Lampung,Lampung Tengah,Bumi Nabung,34168
Sumatera,Lampung,Lampung,Lampung Tengah,Kalirejo,34174
Sumatera,Lampung,Lampung,Lampung Tengah,Kota Gajah,34153
Sumatera,Lampung,Lampung,Lampung Tengah,Padang Ratu,34175
Sumatera,Lampung,Lampung,Lampung Tengah,Pubian,34176
Sumatera,Lampung,Lampung,Lampung Tengah,Punggur,34152
Sumatera,Lampung,Lampung,Lampung Tengah,Putra Rumbia,34157
Sumatera,Lampung,Lampung,Lampung Tengah,Seputih Agung,34166
Sumatera,Lampung,Lampung,Lampung Tengah,Seputih Banyak,34156
Sumatera,Lampung,Lampung,Lampung Tengah,Seputih Mataram,34164
Sumatera,Lampung,Lampung,Lampung Tengah,Seputih Raman,34155
Sumatera,Lampung,Lampung,Lampung Tengah,Seputih Surabaya,34158
Sumatera,Lampung,Lampung,Lampung Tengah,Terbanggi Besar,34163
Sumatera,Lampung,Lampung,Lampung Tengah,Terusan Nunyai,34167
Sumatera,Lampung,Lampung,Lampung Tengah,Trimurjo,34172
Sumatera,Lampung,Lampung,Lampung Tengah,Trimurjo,34171
Sumatera,Lampung,Lampung,Lampung Tengah,Way Seputih,34179
Sumatera,Lampung,Lampung,Lampung Timur,Bandar Sribawono,34389
Sumatera,Lampung,Lampung,Lampung Timur,Batanghari,34381
Sumatera,Lampung,Lampung,Lampung Timur,Batanghari Nuban,34372
Sumatera,Lampung,Lampung,Lampung Timur,Braja Slebah,34196
Sumatera,Lampung,Lampung,Lampung Timur,Bumi Agung,34182
Sumatera,Lampung,Lampung,Lampung Timur,Gunung Pelindung,34388
Sumatera,Lampung,Lampung,Lampung Timur,Jabung,34384
Sumatera,Lampung,Lampung,Lampung Timur,Labuhan Maringgai,34198
Sumatera,Lampung,Lampung,Lampung Timur,Labuhan Ratu,34375
Sumatera,Lampung,Lampung,Lampung Timur,Margatiga,34386
Sumatera,Lampung,Lampung,Lampung Timur,Mataram Baru,34199
Sumatera,Lampung,Lampung,Lampung Timur,Melinting,34377
Sumatera,Lampung,Lampung,Lampung Timur,Metro Kibang,34331
Sumatera,Lampung,Lampung,Lampung Timur,Metro Kibang,34335
Sumatera,Lampung,Lampung,Lampung Timur,Metro Kibang,34333
Sumatera,Lampung,Lampung,Lampung Timur,Metro Kibang,34332
Sumatera,Lampung,Lampung,Lampung Timur,Pasir Sakti,34387
Sumatera,Lampung,Lampung,Lampung Timur,Pekalongan,34391
Sumatera,Lampung,Lampung,Lampung Timur,Purbolinggo,34192
Sumatera,Lampung,Lampung,Lampung Timur,Raman Utara,34371
Sumatera,Lampung,Lampung,Lampung Timur,Sekampung,34382
Sumatera,Lampung,Lampung,Lampung Timur,Sekampung Udik,34385
Sumatera,Lampung,Lampung,Lampung Timur,Sukadana,34194
Sumatera,Lampung,Lampung,Lampung Timur,Waway Karya,34376
Sumatera,Lampung,Lampung,Lampung Timur,Way Bungur (Purbolinggo Utara),34373
Sumatera,Lampung,Lampung,Lampung Timur,Way Jepara,34396
Sumatera,Lampung,Lampung,Lampung Utara,Abung Barat,34558
Sumatera,Lampung,Lampung,Lampung Utara,Abung Pekurun,34582
Sumatera,Lampung,Lampung,Lampung Utara,Abung Selatan,34581
Sumatera,Lampung,Lampung,Lampung Utara,Abung Timur,34583
Sumatera,Lampung,Lampung,Lampung Utara,Abung Tinggi,34556
Sumatera,Lampung,Lampung,Lampung Utara,Bunga Mayang,34555
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34511
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34516
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34517
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34518
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34514
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi,34515
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi Selatan,34513
Sumatera,Lampung,Lampung,Lampung Utara,Kotabumi Selatan,34519
Sumatera,Lampung,Lampung,Lampung Utara,Muara Sungkai,34559
Sumatera,Lampung,Lampung,Lampung Utara,Sungkai Barat,34554
Sumatera,Lampung,Lampung,Lampung Utara,Tanjung Raja,34557
Sumatera,Lampung,Lampung,Mesuji,Mesuji,34697
Sumatera,Lampung,Lampung,Mesuji,Panca Jaya,34698
Sumatera,Lampung,Lampung,Mesuji,Rawa Jitu Utara,34696
Sumatera,Lampung,Lampung,Mesuji,Tanjung Raya,34598
Sumatera,Lampung,Lampung,Mesuji,Way Serdang,34684
Sumatera,Lampung,Lampung,Metro,Metro Barat,34114
Sumatera,Lampung,Lampung,Metro,Metro Barat,34125
Sumatera,Lampung,Lampung,Metro,Metro Pusat,34113
Sumatera,Lampung,Lampung,Metro,Metro Pusat,34111
Sumatera,Lampung,Lampung,Metro,Metro Selatan,34119
Sumatera,Lampung,Lampung,Metro,Metro Selatan,34121
Sumatera,Lampung,Lampung,Metro,Metro Selatan,34123
Sumatera,Lampung,Lampung,Metro,Metro Selatan,34122
Sumatera,Lampung,Lampung,Metro,Metro Timur,34112
Sumatera,Lampung,Lampung,Metro,Metro Timur,34124
Sumatera,Lampung,Lampung,Metro,Metro Utara,34117
Sumatera,Lampung,Lampung,Metro,Metro Utara,34118
Sumatera,Lampung,Lampung,Pesawaran,Gedong Tataan,35366
Sumatera,Lampung,Lampung,Pesawaran,Kedondong,35368
Sumatera,Lampung,Lampung,Pesawaran,Marga Punduh,35453
Sumatera,Lampung,Lampung,Pesawaran,Padang Cermin,35451
Sumatera,Lampung,Lampung,Pesawaran,Tegineneng,35363
Sumatera,Lampung,Lampung,Pesawaran,Way Lima,35367
Sumatera,Lampung,Lampung,Pesisir Barat,Bengkunat,34883
Sumatera,Lampung,Lampung,Pesisir Barat,Karya Penggawa,34878
Sumatera,Lampung,Lampung,Pesisir Barat,Krui Selatan,34874
Sumatera,Lampung,Lampung,Pesisir Barat,Lemong,34877
Sumatera,Lampung,Lampung,Pesisir Barat,Pesisir Selatan,34875
Sumatera,Lampung,Lampung,Pringsewu,Adi Luwih,35674
Sumatera,Lampung,Lampung,Pringsewu,Ambarawa,35376
Sumatera,Lampung,Lampung,Pringsewu,Banyumas,35373
Sumatera,Lampung,Lampung,Pringsewu,Gading Rejo,35372
Sumatera,Lampung,Lampung,Pringsewu,Pagelaran,35375
Sumatera,Lampung,Lampung,Pringsewu,Pardasuka,35682
Sumatera,Lampung,Lampung,Tanggamus,Air Naningan,35679
Sumatera,Lampung,Lampung,Tanggamus,Bandar Negeri Semuong,35686
Sumatera,Lampung,Lampung,Tanggamus,Cukuh Balak,35683
Sumatera,Lampung,Lampung,Tanggamus,Gisting,35378
Sumatera,Lampung,Lampung,Tanggamus,Gunung Alip,35379
Sumatera,Lampung,Lampung,Tanggamus,Kota Agung (Kota Agung Pusat),35611
Sumatera,Lampung,Lampung,Tanggamus,Kota Agung (Kota Agung Pusat),35384
Sumatera,Lampung,Lampung,Tanggamus,Kota Agung (Kota Agung Pusat),35613
Sumatera,Lampung,Lampung,Tanggamus,Kota Agung (Kota Agung Pusat),35382
Sumatera,Lampung,Lampung,Tanggamus,Kota Agung (Kota Agung Pusat),35684
Sumatera,Lampung,Lampung,Tanggamus,Pugung,35675
Sumatera,Lampung,Lampung,Tanggamus,Semaka,35386
Sumatera,Lampung,Lampung,Tanggamus,Sumberejo,35374
Sumatera,Lampung,Lampung,Tanggamus,Talang Padang,35377
Sumatera,Lampung,Lampung,Tanggamus,Ulubelu,35387
Sumatera,Lampung,Lampung,Tulang Bawang,Banjar Agung,34682
Sumatera,Lampung,Lampung,Tulang Bawang,Dente Teladas,34596
Sumatera,Lampung,Lampung,Tulang Bawang,Gedung Aji,34681
Sumatera,Lampung,Lampung,Tulang Bawang,Gedung Aji Baru,34595
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala,34613
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala,34611
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala,34614
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala Timur,34616
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala Timur,34619
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala Timur,34617
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala Timur,34615
Sumatera,Lampung,Lampung,Tulang Bawang,Menggala Timur,34618
Sumatera,Lampung,Lampung,Tulang Bawang Barat,Gunung Agung,34683
Sumatera,Lampung,Lampung,Tulang Bawang Barat,Pagar Dewa,34693
Sumatera,Lampung,Lampung,Tulang Bawang Barat,Tulang Bawang Udik,34691
Sumatera,Lampung,Lampung,Tulang Bawang Barat,Tumijajar,34594
Sumatera,Lampung,Lampung,Way Kanan,Bahuga,34763
Sumatera,Lampung,Lampung,Way Kanan,Banjit,34766
Sumatera,Lampung,Lampung,Way Kanan,Baradatu,34761
Sumatera,Lampung,Lampung,Way Kanan,Blambangan Umpu,34764
Sumatera,Lampung,Lampung,Way Kanan,Buay Bahuga,34767
Sumatera,Lampung,Lampung,Way Kanan,Gunung Labuhan,34768
Sumatera,Lampung,Lampung,Way Kanan,Kasui,34765
Sumatera,Lampung,Lampung,Way Kanan,Negara Batin,34769
Sumatera,Lampung,Lampung,Way Kanan,Pakuan Ratu,34762
Eastern Indonesia,Maluku,Maluku,Ambon,Baguala,97231
Eastern Indonesia,Maluku,Maluku,Ambon,Baguala,97232
Eastern Indonesia,Maluku,Maluku,Ambon,Baguala,97233
Eastern Indonesia,Maluku,Maluku,Ambon,Leitimur Selatan,97129
Eastern Indonesia,Maluku,Maluku,Ambon,Leitimur Selatan,97237
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97117
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97116
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97118
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97114
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97111
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97113
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97112
Eastern Indonesia,Maluku,Maluku,Ambon,Nusaniwe (Nusanive),97115
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97127
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97122
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97125
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97128
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97126
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97121
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97123
Eastern Indonesia,Maluku,Maluku,Ambon,Sirimau,97124
Eastern Indonesia,Maluku,Maluku,Ambon,Teluk Ambon,97234
Eastern Indonesia,Maluku,Maluku,Ambon,Teluk Ambon,97236
Eastern Indonesia,Maluku,Maluku,Ambon,Teluk Ambon,97235
Eastern Indonesia,Maluku,Maluku,Buru,Airbuaya,97572
Eastern Indonesia,Maluku,Maluku,Buru,Batabual,97574
Eastern Indonesia,Maluku,Maluku,Buru,Lilialy,97571
Eastern Indonesia,Maluku,Maluku,Buru Selatan,Ambalau,97512
Eastern Indonesia,Maluku,Maluku,Buru Selatan,Fena Fafan,97573
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Selatan,97667
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Selatan Timur,97666
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Selatan Utara,97668
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Tengah,97665
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Utara,97662
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Aru Utara Timur Batuley,97663
Eastern Indonesia,Maluku,Maluku,Kepulauan Aru,Sir-Sir,97664
Eastern Indonesia,Maluku,Maluku,Maluku Barat Daya,Damer,97652
Eastern Indonesia,Maluku,Maluku,Maluku Barat Daya,Kepulauan Romang,97454
Eastern Indonesia,Maluku,Maluku,Maluku Barat Daya,Pulau Pulau Babar,97452
Eastern Indonesia,Maluku,Maluku,Maluku Tengah,Amahai,97516
Eastern Indonesia,Maluku,Maluku,Maluku Tengah,Banda,97593
Eastern Indonesia,Maluku,Maluku,Maluku Tengah,Kota Masohi,97513
